pose_id,feature_id,x,y,z,sigma_x,sigma_y,sigma_z
1,1,0.14913,1.14892,0.05249,0.00500,0.00500,0.00500
1,2,0.78459,-2.16723,2.70779,0.00500,0.00500,0.00500
1,16,2.64473,-1.26363,1.90589,0.00500,0.00500,0.00500
1,32,0.35161,0.01606,1.31724,0.00500,0.00500,0.00500
1,76,-2.85251,-0.22974,2.75549,0.00500,0.00500,0.00500
1,92,2.06530,0.43671,1.28306,0.00500,0.00500,0.00500
1,106,-0.07044,-0.04458,1.00618,0.00500,0.00500,0.00500
1,121,-1.13353,-1.12874,-0.02302,0.00500,0.00500,0.00500
1,136,-0.00579,0.04075,1.28510,0.00500,0.00500,0.00500
1,137,2.20619,-0.25911,1.37926,0.00500,0.00500,0.00500
1,166,-0.41846,-0.07012,3.27436,0.00500,0.00500,0.00500
1,167,1.63984,-3.14938,1.12974,0.00500,0.00500,0.00500
1,182,3.27460,-0.77355,-1.22452,0.00500,0.00500,0.00500
1,212,1.02683,3.66181,0.35532,0.00500,0.00500,0.00500
1,226,0.01961,0.27299,1.13430,0.00500,0.00500,0.00500
1,242,-1.17923,0.13809,0.15519,0.00500,0.00500,0.00500
1,271,1.19757,-0.32616,1.51136,0.00500,0.00500,0.00500
1,287,4.11599,-1.80272,3.42520,0.00500,0.00500,0.00500
1,301,1.07292,-0.58727,-0.52546,0.00500,0.00500,0.00500
1,302,-0.10014,3.82864,-0.96040,0.00500,0.00500,0.00500
1,331,-0.92705,-3.18013,2.01876,0.00500,0.00500,0.00500
1,347,2.71830,4.03963,2.05851,0.00500,0.00500,0.00500
1,376,-0.55163,-1.07235,-0.63210,0.00500,0.00500,0.00500
1,391,0.76694,-2.53460,1.25868,0.00500,0.00500,0.00500
1,392,1.97523,0.00897,1.33629,0.00500,0.00500,0.00500
1,406,-1.81400,1.66588,3.15587,0.00500,0.00500,0.00500
1,436,1.01658,-0.42940,0.88883,0.00500,0.00500,0.00500
1,437,2.16238,0.54237,-0.60560,0.00500,0.00500,0.00500
1,466,3.95043,0.34637,-0.73704,0.00500,0.00500,0.00500
1,481,-0.58131,-1.29860,4.08044,0.00500,0.00500,0.00500
1,496,-4.25321,-0.62815,2.29705,0.00500,0.00500,0.00500
1,497,0.42945,0.82407,2.17407,0.00500,0.00500,0.00500
1,527,2.31641,-0.43830,2.24476,0.00500,0.00500,0.00500
1,541,0.67079,-0.62117,1.06112,0.00500,0.00500,0.00500
1,542,0.14567,-0.71163,-0.63776,0.00500,0.00500,0.00500
1,587,-0.86736,3.26566,0.22405,0.00500,0.00500,0.00500
1,601,2.04073,0.21909,0.37900,0.00500,0.00500,0.00500
1,617,-1.93240,-0.74909,0.50098,0.00500,0.00500,0.00500
1,631,-0.85495,0.56513,-0.52457,0.00500,0.00500,0.00500
1,662,0.78600,-0.04750,2.16463,0.00500,0.00500,0.00500
1,677,2.97334,-1.52938,0.28160,0.00500,0.00500,0.00500
1,691,0.21274,1.15542,1.82455,0.00500,0.00500,0.00500
1,692,1.21876,-2.65382,0.74958,0.00500,0.00500,0.00500
