pose_id,feature_id,x,y,z,cov_xx,cov_xy,cov_xz,cov_yx,cov_yy,cov_yz,cov_zx,cov_zy,cov_zz
1,7,3.38706,-2.19491,2.20058,0.000005135475563,-0.000003006815727,0.000002947767926,-0.000003006815727,0.000002444711488,-0.000001910434015,0.000002947767926,-0.000001910434015,0.000002559372969
1,21,-0.89734,2.25506,-1.27826,0.000001124201051,-0.000002375543573,0.000001336621611,-0.000002375543573,0.000006150790885,-0.000003359974837,0.000001336621611,-0.000003359974837,0.000002133084696
1,27,2.78158,-1.02691,2.66166,0.000004607756027,-0.000001602491672,0.000003971697964,-0.000001602491672,0.000000859186166,-0.000001466420321,0.000003971697964,-0.000001466420321,0.000004283669338
1,36,-2.26627,-1.10776,-1.34902,0.000005730812992,0.000002705765961,0.000003269498434,0.000002705765961,0.000001517221112,0.000001597981116,0.000003269498434,0.000001597981116,0.000002197235062
1,37,3.61779,1.62502,1.67522,0.000006507061915,0.000002707677377,0.000002757407783,0.000002707677377,0.000001696142958,0.000001238724916,0.000002757407783,0.000001238724916,0.000001841870881
1,51,0.60685,1.77283,2.20182,0.000000508231771,0.000001171148839,0.000001398627096,0.000001171148839,0.000003526158907,0.000004083190440,0.000001398627096,0.000004083190440,0.000005327663690
1,56,1.49516,1.92026,-1.20275,0.000002857327433,0.000003439953420,-0.000002140629911,0.000003439953420,0.000004600573330,-0.000002750675448,-0.000002140629911,-0.000002750675448,0.000001946700391
1,57,2.19782,-1.69302,2.51345,0.000003310126802,-0.000002370266521,0.000003378879160,-0.000002370266521,0.000002060910336,-0.000002603832041,0.000003378879160,-0.000002603832041,0.000004289836730
1,66,0.22313,-0.28030,2.71373,0.000000149463902,-0.000000182863233,0.000000708767398,-0.000000182863233,0.000000233677928,-0.000000890519215,0.000000708767398,-0.000000890519215,0.000008849738004
1,67,2.14251,1.77990,0.87333,0.000004957952006,0.000003923381270,0.000001919480768,0.000003923381270,0.000003495156034,0.000001594719113,0.000001919480768,0.000001594719113,0.000001041215802
1,71,-1.55708,2.16740,0.92749,0.000002886378838,-0.000003714747564,-0.000001585196826,-0.000003714747564,0.000005385989903,0.000002205840563,-0.000001585196826,0.000002205840563,0.000001187497297
1,72,3.62551,0.96079,2.22197,0.000006394059018,0.000001582627035,0.000003568344786,0.000001582627035,0.000000848767318,0.000000946720647,0.000003568344786,0.000000946720647,0.000002765308736
1,81,1.06653,-1.95666,1.91149,0.000001329965215,-0.000002162226868,0.000002067069924,-0.000002162226868,0.000004116725601,-0.000003791156620,0.000002067069924,-0.000003791156620,0.000003966558386
1,86,-0.80626,0.79526,2.45817,0.000000910291164,-0.000000859535702,-0.000002374445161,-0.000000859535702,0.000000886685114,0.000002342063465,-0.000002374445161,0.000002342063465,0.000007464041400
1,87,5.01540,1.22950,-0.56785,0.000008443381753,0.000001870902832,-0.000000863715498,0.000001870902832,0.000001271763821,-0.000000211776393,-0.000000863715498,-0.000000211776393,0.000000920770754
1,96,-2.23658,0.50276,1.43617,0.000006219851128,-0.000001362077591,-0.000003852935838,-0.000001362077591,0.000000465880336,0.000000865990073,-0.000003852935838,0.000000865990073,0.000002696438815
1,97,1.55033,-0.36642,2.35169,0.000002845757323,-0.000000653736937,0.000003956349159,-0.000000653736937,0.000000231714697,-0.000000934256578,0.000003956349159,-0.000000934256578,0.000006245683977
1,101,1.97281,-2.01725,0.15158,0.000004511315445,-0.000004364954978,0.000000328620925,-0.000004364954978,0.000004706002870,-0.000000336031272,0.000000328620925,-0.000000336031272,0.000000268622460
1,107,0.73753,-1.93389,0.53378,0.000001185858404,-0.000002767709483,0.000000763976190,-0.000002767709483,0.000007391152875,-0.000002004093183,0.000000763976190,-0.000002004093183,0.000000693278919
1,122,2.32020,-2.22617,2.05155,0.000003546602361,-0.000003101821958,0.000002799677863,-0.000003101821958,0.000003291724454,-0.000002687014481,0.000002799677863,-0.000002687014481,0.000002919295643
1,131,1.26756,1.46395,2.22895,0.000001787761775,0.000001933006855,0.000002831011113,0.000001933006855,0.000002345884562,0.000003269063600,0.000002831011113,0.000003269063600,0.000005244796898
1,132,3.40428,1.95012,1.02312,0.000006486812333,0.000003444408689,0.000001801435799,0.000003444408689,0.000002441388075,0.000001031204026,0.000001801435799,0.000001031204026,0.000001043142781
