pose_id,feature_id,x,y,z,cov_xx,cov_xy,cov_xz,cov_yx,cov_yy,cov_yz,cov_zx,cov_zy,cov_zz
1,2,-2.92174,0.66655,0.33537,0.000008465248314,-0.000001870048330,-0.000000939432405,-0.000001870048330,0.000000701554220,0.000000214486414,-0.000000939432405,0.000000214486414,0.000000385822199
1,16,-4.16226,2.30803,0.30459,0.000007021166099,-0.000003509587143,-0.000000462312298,-0.000003509587143,0.000002633715988,0.000000256221070,-0.000000462312298,0.000000256221070,0.000000725218026
1,17,2.35037,1.46795,4.54877,0.000002271674367,0.000001272541040,0.000003066585545,0.000001272541040,0.000001028397720,0.000001914891539,0.000003066585545,0.000001914891539,0.000006797200776
1,31,2.41296,-2.20989,2.90863,0.000003023448790,-0.000002470450492,0.000003081251052,-0.000002470450492,0.000002589608646,-0.000002822554320,0.000003081251052,-0.000002822554320,0.000004298007981
1,61,1.13352,3.77833,-1.76861,0.000001061012805,0.000001958432460,-0.000000904217821,0.000001958432460,0.000007001964770,-0.000003014217613,-0.000000904217821,-0.000003014217613,0.000001979182832
1,76,0.99692,0.26362,4.59570,0.000001006453094,0.000000257885789,0.000001720457474,0.000000257885789,0.000000100685938,0.000000455504418,0.000001720457474,0.000000455504418,0.000008600334331
1,77,2.54659,-2.13438,1.20276,0.000004839265585,-0.000003773860459,0.000002113777758,-0.000003773860459,0.000003499009570,-0.000001771498818,0.000002113777758,-0.000001771498818,0.000001378233523
1,91,1.19271,-0.18570,-0.40775,0.000007892733637,-0.000001221323298,-0.000002682074280,-0.000001221323298,0.000000234882830,0.000000417394762,-0.000002682074280,0.000000417394762,0.000000967132194
1,92,-0.22169,0.17047,-0.44279,0.000001616885331,-0.000001241440126,0.000003217903920,-0.000001241440126,0.000000956948850,-0.000002474329760,0.000003217903920,-0.000002474329760,0.000006436865053
1,107,-3.29385,-1.16136,1.94664,0.000006250098248,0.000002073690283,-0.000003414355725,0.000002073690283,0.000001103103254,-0.000001204441464,-0.000003414355725,-0.000001204441464,0.000002505467738
1,122,2.64926,2.15148,0.14751,0.000005556143048,0.000004222324666,0.000000288920547,0.000004222324666,0.000003782946917,0.000000234554100,0.000000288920547,0.000000234554100,0.000000371852711
1,136,0.62641,-0.96550,0.46764,0.000002318594061,-0.000003511754395,0.000001698330258,-0.000003511754395,0.000005454792176,-0.000002618306178,0.000001698330258,-0.000002618306178,0.000001314812650
1,152,0.28659,-1.56632,0.86520,0.000000300195440,-0.000001219891675,0.000000671659464,-0.000001219891675,0.000006747959635,-0.000003672896613,0.000000671659464,-0.000003672896613,0.000002128845704
